subject	predicate	object	birthPlace	<predicate>	age	object
Gerard_Muirhead-Gould 	gender 	Male	London 	<gender >		Male
Gerhard_Bauer 	award 	German_Cross_In_Gold_Q17412908	Jena 	<award >		German_Cross_In_Gold_Q17412908
Gerhard_Bauer 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Jena 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Gerhard_Bauer 	birthDate 	1916-08-26	Jena 	<age>	107	107
Gerhard_Bauer 	gender 	Male	Jena 	<gender >		Male
Gerhard_Bauer 	knowsLanguage 	German_language	Jena 	<knowsLanguage >		German_lang
Gerhard_Bauer 	nationality 	Germany 	Jena 	<nationality >		Germany 
Elinor_Jackson 	birthDate 	1825-03-06	Pennsylvania 	<age>	199	199
Emma_u002C__Lady_Radford 	award 	Fellow_Of_The_Royal_Historical_Society_Q24659199	Westbourne_u002C__London 	<award >		Fellow_Of_The_Royal_Historical_Society_Q24659199
Emma_u002C__Lady_Radford 	birthDate 	1856-01-01	Westbourne_u002C__London 	<age>	168	168
Emma_u002C__Lady_Radford 	gender 	Female	Westbourne_u002C__London 	<gender >		Female
Emma_u002C__Lady_Radford 	knowsLanguage 	English_language	Westbourne_u002C__London 	<knowsLanguage >		English_lang
Emma_u002C__Lady_Radford 	memberOf 	Royal_Historical_Society 	Westbourne_u002C__London 	<memberOf >		Royal_Historical_Society 
Gaspare_Messina 	birthDate 	1879-08-07	Sicily__u0028_island_u0029_ 	<age>	144	144
Gaspare_Messina 	gender 	Male	Sicily__u0028_island_u0029_ 	<gender >		Male
Gaspare_Messina 	nationality 	United_States 	Sicily__u0028_island_u0029_ 	<nationality >		United_States 
Geeta_Pasi 	alumniOf 	New_York_University 	New_York__u0028_state_u0029_ 	<alumniOf >		New_York_University 
Geeta_Pasi 	alumniOf 	Duke_University 	New_York__u0028_state_u0029_ 	<alumniOf >		Duke_University 
Geeta_Pasi 	birthDate 	1962-01-01	New_York__u0028_state_u0029_ 	<age>	62	62
Geeta_Pasi 	gender 	Female	New_York__u0028_state_u0029_ 	<gender >		Female
Geeta_Pasi 	nationality 	United_States 	New_York__u0028_state_u0029_ 	<nationality >		United_States 
Hans-Wilhelm_Bender 	award 	German_Cross_In_Gold_Q17412908	Schefflenz 	<award >		German_Cross_In_Gold_Q17412908
Hans-Wilhelm_Bender 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Schefflenz 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Hans-Wilhelm_Bender 	birthDate 	1916-03-20	Schefflenz 	<age>	108	108
Hans-Wilhelm_Bender 	gender 	Male	Schefflenz 	<gender >		Male
Hans-Wilhelm_Bender 	knowsLanguage 	German_language	Schefflenz 	<knowsLanguage >		German_lang
Hara_Chandra_Ghosh 	alumniOf 	University_of_Calcutta 	South_24_Parganas 	<alumniOf >		University_of_Calcutta 
Hara_Chandra_Ghosh 	alumniOf 	Presidency_University_u002C__Kolkata 	South_24_Parganas 	<alumniOf >		Presidency_University_u002C__Kolkata 
Hara_Chandra_Ghosh 	birthDate 	1808-07-23	South_24_Parganas 	<age>	215	215
Hara_Chandra_Ghosh 	gender 	Male	South_24_Parganas 	<gender >		Male
Inocencio_Arias 	alumniOf 	University_of_Murcia 	Albox 	<alumniOf >		University_of_Murcia 
Inocencio_Arias 	birthDate 	1940-04-20	Albox 	<age>	83	83
Inocencio_Arias 	gender 	Male	Albox 	<gender >		Male
Inocencio_Arias 	knowsLanguage 	Spanish_language	Albox 	<knowsLanguage >		Spanish_lang
Inocencio_Arias 	nationality 	Spain 	Albox 	<nationality >		Spain 
Inocencio_Arias 	worksFor 	Complutense_University_of_Madrid 	Albox 	<worksFor >		Complutense_University_of_Madrid 
Inocencio_Arias 	worksFor 	Charles_III_University_of_Madrid 	Albox 	<worksFor >		Charles_III_University_of_Madrid 
Margaretta_Finch-Hatton_u002C__Countess_of_Winchilsea 	birthDate 	1885-03-01	Philadelphia 	<age>	139	139
Margaretta_Finch-Hatton_u002C__Countess_of_Winchilsea 	gender 	Female	Philadelphia 	<gender >		Female
Ole_Martin_Ystgaard 	alumniOf 	Iowa_State_University 	Steinkjer 	<alumniOf >		Iowa_State_University 
Ole_Martin_Ystgaard 	birthDate 	1910-06-21	Steinkjer 	<age>	113	113
Ole_Martin_Ystgaard 	gender 	Male	Steinkjer 	<gender >		Male
Ana_de_Azcuénaga_de_Olaguer_Feliú 	birthDate 	1770-11-10	Buenos_Aires 	<age>	253	253
Ana_de_Azcuénaga_de_Olaguer_Feliú 	gender 	Female	Buenos_Aires 	<gender >		Female
Ana_de_Azcuénaga_de_Olaguer_Feliú 	knowsLanguage 	Spanish_language	Buenos_Aires 	<knowsLanguage >		Spanish_lang
Ana_de_Azcuénaga_de_Olaguer_Feliú 	nationality 	Spain 	Buenos_Aires 	<nationality >		Spain 
Francisca_Güemes 	birthDate 	1779-01-01	Salta 	<age>	245	245
Francisca_Güemes 	gender 	Female	Salta 	<gender >		Female
Francisca_Güemes 	nationality 	Argentina 	Salta 	<nationality >		Argentina 
Harry_Aleman 	alumniOf 	Crane_High_School__u0028_Chicago_u0029_ 	Chicago 	<alumniOf >		Crane_High_School__u0028_Chicago_u0029_ 
Harry_Aleman 	birthDate 	1939-01-19	Chicago 	<age>	85	85
Harry_Aleman 	gender 	Male	Chicago 	<gender >		Male
Harry_Aleman 	nationality 	United_States 	Chicago 	<nationality >		United_States 
Harry_Edward_Arnhold 	birthDate 	1879-01-16	British_Hong_Kong 	<age>	145	145
Harry_Edward_Arnhold 	gender 	Male	British_Hong_Kong 	<gender >		Male
Harry_Tietlebaum 	birthDate 	1889-01-01	New_York_City 	<age>	135	135
Harry_Tietlebaum 	gender 	Male	New_York_City 	<gender >		Male
Harry_Tietlebaum 	nationality 	United_States 	New_York_City 	<nationality >		United_States 
Harry_Winitsky 	birthDate 	1898-01-01	New_York_City 	<age>	126	126
Harry_Winitsky 	gender 	Male	New_York_City 	<gender >		Male
Harry_Winitsky 	memberOf 	Socialist_Party_of_America 	New_York_City 	<memberOf >		Socialist_Party_of_America 
Harry_Winitsky 	memberOf 	Communist_Party_USA 	New_York_City 	<memberOf >		Communist_Party_USA 
Harry_Winitsky 	nationality 	United_States 	New_York_City 	<nationality >		United_States 
Hasan_Hafeez_Ahmed 	gender 	Male	Multan 	<gender >		Male
Henry_Holcombe_Tucker 	alumniOf 	George_Washington_University 	Warren_County_u002C__Georgia 	<alumniOf >		George_Washington_University 
Henry_Holcombe_Tucker 	birthDate 	1819-05-10	Warren_County_u002C__Georgia 	<age>	204	204
Henry_Holcombe_Tucker 	gender 	Male	Warren_County_u002C__Georgia 	<gender >		Male
Henry_L_u002E__Kimelman 	alumniOf 	New_York_University 	Brooklyn 	<alumniOf >		New_York_University 
Henry_L_u002E__Kimelman 	birthDate 	1921-01-21	Brooklyn 	<age>	103	103
Henry_L_u002E__Kimelman 	gender 	Male	Brooklyn 	<gender >		Male
Henry_L_u002E__Kimelman 	memberOf 	Democratic_Party__u0028_United_States_u0029_ 	Brooklyn 	<memberOf >		Democratic_Party__u0028_United_States_u0029_ 
Henry_L_u002E__Kimelman 	nationality 	United_States 	Brooklyn 	<nationality >		United_States 
Henry_S_u002E__Webster 	award 	Medal_of_Honor	Stockholm_u002C__New_York 	<award >		Medal_of_Honor
Henry_S_u002E__Webster 	birthDate 	1846-01-07	Stockholm_u002C__New_York 	<age>	178	178
Henry_S_u002E__Webster 	gender 	Male	Stockholm_u002C__New_York 	<gender >		Male
Henry_S_u002E__Webster 	nationality 	United_States 	Stockholm_u002C__New_York 	<nationality >		United_States 
Henry_Stafford_u002C__1st_Baron_Stafford 	birthDate 	1501-09-18	Penshurst 	<age>	522	522
Henry_Stafford_u002C__1st_Baron_Stafford 	gender 	Male	Penshurst 	<gender >		Male
Henry_Steers__u0028_1832_u0029_ 	birthDate 	1832-09-14	New_York_City 	<age>	191	191
Henry_Steers__u0028_1832_u0029_ 	gender 	Male	New_York_City 	<gender >		Male
Herbert_H_u002E__D_u002E__Peirce 	alumniOf 	Harvard_University 	Cambridge_u002C__Massachusetts 	<alumniOf >		Harvard_University 
Herbert_H_u002E__D_u002E__Peirce 	alumniOf 	Harvard_College 	Cambridge_u002C__Massachusetts 	<alumniOf >		Harvard_College 
Herbert_H_u002E__D_u002E__Peirce 	birthDate 	1849-05-11	Cambridge_u002C__Massachusetts 	<age>	174	174
Herbert_H_u002E__D_u002E__Peirce 	gender 	Male	Cambridge_u002C__Massachusetts 	<gender >		Male
Herbert_H_u002E__D_u002E__Peirce 	knowsLanguage 	English_language	Cambridge_u002C__Massachusetts 	<knowsLanguage >		English_lang
Clay_Johnson_III 	gender 	Male	Fort_Worth_u002C__Texas 	<gender >		Male
Clay_Johnson_III 	nationality 	United_States 	Fort_Worth_u002C__Texas 	<nationality >		United_States 
Clifford_Sanderson 	alumniOf 	Dulwich_College 	Wandsworth 	<alumniOf >		Dulwich_College 
Clifford_Sanderson 	award 	Knight_Commander_Of_The_Order_Of_The_British_Empire_Q12201445	Wandsworth 	<award >		Knight_Commander_Of_The_Order_Of_The_British_Empire_Q12201445
Clifford_Sanderson 	award 	Companion_Of_The_Order_Of_The_Bath_Q12177472	Wandsworth 	<award >		Companion_Of_The_Order_Of_The_Bath_Q12177472
Clifford_Sanderson 	award 	Distinguished_Flying_Cross__u0028_United_Kingdom_u0029_ 	Wandsworth 	<award >		Distinguished_Flying_Cross__u0028_United_Kingdom_u0029_ 
Clifford_Sanderson 	birthDate 	1898-02-19	Wandsworth 	<age>	126	126
Clifford_Sanderson 	gender 	Male	Wandsworth 	<gender >		Male
Charles_Corbin 	alumniOf 	Collège_Stanislas_de_Paris 	8th_arrondissement_of_Paris 	<alumniOf >		Collège_Stanislas_de_Paris 
Charles_Corbin 	birthDate 	1881-12-04	8th_arrondissement_of_Paris 	<age>	142	142
Charles_Hitchen 	birthDate 	1675-01-01	Wolverhampton 	<age>	349	349
Charles_Hitchen 	gender 	Male	Wolverhampton 	<gender >		Male
Charles_Jost_Burchell 	birthDate 	1876-07-01	Sydney_u002C__Nova_Scotia 	<age>	147	147
Charles_Jost_Burchell 	gender 	Male	Sydney_u002C__Nova_Scotia 	<gender >		Male
Charles_Jost_Burchell 	nationality 	Canada 	Sydney_u002C__Nova_Scotia 	<nationality >		Canada 
Charles_Lambe 	alumniOf 	Royal_Naval_College_u002C__Osborne 	Stalbridge 	<alumniOf >		Royal_Naval_College_u002C__Osborne 
Charles_Lambe 	award 	Legionnaire_Of_Legion_Of_Merit_Q17231624	Stalbridge 	<award >		Legionnaire_Of_Legion_Of_Merit_Q17231624
Charles_Lambe 	birthDate 	1900-12-20	Stalbridge 	<age>	123	123
Charles_Lambe 	gender 	Male	Stalbridge 	<gender >		Male
Charles_Lambe 	knowsLanguage 	English_language	Stalbridge 	<knowsLanguage >		English_lang
Charles_Langevin 	birthDate 	1789-01-01	Beauport_u002C__Quebec_City 	<age>	235	235
Charles_Langevin 	gender 	Male	Beauport_u002C__Quebec_City 	<gender >		Male
Charles_Langevin 	nationality 	Canada 	Beauport_u002C__Quebec_City 	<nationality >		Canada 
Cyril_Herath 	alumniOf 	Royal_College_u002C__Colombo 	Anuradhapura 	<alumniOf >		Royal_College_u002C__Colombo 
Cyril_Herath 	gender 	Male	Anuradhapura 	<gender >		Male
Cyrus_B_u002E__Lower 	award 	Medal_of_Honor	Pennsylvania 	<award >		Medal_of_Honor
Cyrus_B_u002E__Lower 	birthDate 	1843-02-28	Pennsylvania 	<age>	181	181
Cyrus_B_u002E__Lower 	gender 	Male	Pennsylvania 	<gender >		Male
Cyrus_B_u002E__Lower 	nationality 	United_States 	Pennsylvania 	<nationality >		United_States 
D_u0027_Iberville_Fortier 	award 	Officer_of_the_Order_of_Canada	Montreal 	<award >		Officer_of_the_Order_of_Canada
D_u0027_Iberville_Fortier 	award 	Member_Of_The_Order_Of_Canada_Q15278101	Montreal 	<award >		Member_Of_The_Order_Of_Canada_Q15278101
D_u0027_Iberville_Fortier 	birthDate 	1926-02-05	Montreal 	<age>	98	98
D_u0027_Iberville_Fortier 	gender 	Male	Montreal 	<gender >		Male
D_u0027_Iberville_Fortier 	nationality 	Canada 	Montreal 	<nationality >		Canada 
D_u002E__S_u002E__Jayasekera 	alumniOf 	St_u002E__Joseph_u0027_s_College_u002C__Colombo 	Sri_Lanka 	<alumniOf >		St_u002E__Joseph_u0027_s_College_u002C__Colombo 
D_u002E__S_u002E__Jayasekera 	gender 	Male	Sri_Lanka 	<gender >		Male
Dabney_Carr__u0028_Virginia_assemblyman_u0029_ 	alumniOf 	College_of_William__u0026__Mary 	Louisa_County_u002C__Virginia 	<alumniOf >		College_of_William__u0026__Mary 
Dabney_Carr__u0028_Virginia_assemblyman_u0029_ 	birthDate 	1743-10-26	Louisa_County_u002C__Virginia 	<age>	280	280
Dabney_Carr__u0028_Virginia_assemblyman_u0029_ 	gender 	Male	Louisa_County_u002C__Virginia 	<gender >		Male
Dabney_Carr__u0028_Virginia_assemblyman_u0029_ 	nationality 	United_States 	Louisa_County_u002C__Virginia 	<nationality >		United_States 
Damien_Hughes 	alumniOf 	York_University 	Saint_Kitts 	<alumniOf >		York_University 
Damien_Hughes 	alumniOf 	Morehouse_College 	Saint_Kitts 	<alumniOf >		Morehouse_College 
Damien_Hughes 	gender 	Male	Saint_Kitts 	<gender >		Male
Dan_Ownby 	alumniOf 	Oklahoma_State_University_u2013_Stillwater 	Houston 	<alumniOf >		Oklahoma_State_University_u2013_Stillwater 
Dan_Ownby 	award 	Bronze_Wolf_Award 	Houston 	<award >		Bronze_Wolf_Award 
Dan_Ownby 	award 	Outstanding_Eagle_Scout_Award 	Houston 	<award >		Outstanding_Eagle_Scout_Award 
Dan_Ownby 	award 	Gustaf_Adolfs-märket 	Houston 	<award >		Gustaf_Adolfs-märket 
Dan_Ownby 	birthDate 	1968-12-02	Houston 	<age>	55	55
Dan_Ownby 	gender 	Male	Houston 	<gender >		Male
Daniel_Bernard__u0028_diplomat_u0029_ 	alumniOf 	École_nationale_d_u0027_administration 	Lyon 	<alumniOf >		École_nationale_d_u0027_administration 
Daniel_Bernard__u0028_diplomat_u0029_ 	alumniOf 	HEC_Paris 	Lyon 	<alumniOf >		HEC_Paris 
Daniel_Bernard__u0028_diplomat_u0029_ 	award 	Knight_Of_The_Legion_Of_Honour_Q10855271	Lyon 	<award >		Knight_Of_The_Legion_Of_Honour_Q10855271
Daniel_Bernard__u0028_diplomat_u0029_ 	birthDate 	1941-09-13	Lyon 	<age>	82	82
Daniel_Bernard__u0028_diplomat_u0029_ 	gender 	Male	Lyon 	<gender >		Male
Daniel_Bernard__u0028_diplomat_u0029_ 	knowsLanguage 	French_language	Lyon 	<knowsLanguage >		French_lang
Daniel_Bernard__u0028_diplomat_u0029_ 	nationality 	France 	Lyon 	<nationality >		France 
Daniel_Fried 	alumniOf 	Columbia_University 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		Columbia_University 
Daniel_Fried 	alumniOf 	Cornell_University 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		Cornell_University 
Daniel_Fried 	alumniOf 	School_of_International_and_Public_Affairs_u002C__Columbia_University 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		School_of_International_and_Public_Affairs_u002C__Columbia_University 
Daniel_Fried 	alumniOf 	Beverly_Hills_High_School 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		Beverly_Hills_High_School 
Daniel_Fried 	award 	Commander_With_Star_Of_The_Order_Of_Merit_Of_The_Republic_Of_Poland_Q20853476	Washington_u002C__D_u002E_C_u002E_ 	<award >		Commander_With_Star_Of_The_Order_Of_Merit_Of_The_Republic_Of_Poland_Q20853476
Daniel_Fried 	award 	Bene_Merito_honorary_badge 	Washington_u002C__D_u002E_C_u002E_ 	<award >		Bene_Merito_honorary_badge 
Daniel_Fried 	birthDate 	1952-01-01	Washington_u002C__D_u002E_C_u002E_ 	<age>	72	72
Daniel_Fried 	gender 	Male	Washington_u002C__D_u002E_C_u002E_ 	<gender >		Male
Daniel_Fried 	nationality 	United_States 	Washington_u002C__D_u002E_C_u002E_ 	<nationality >		United_States 
Daniel_Jouanneau 	alumniOf 	École_nationale_d_u0027_administration 	Vendôme 	<alumniOf >		École_nationale_d_u0027_administration 
Daniel_Jouanneau 	alumniOf 	Sciences_Po 	Vendôme 	<alumniOf >		Sciences_Po 
Daniel_Jouanneau 	award 	Legion_of_Honour 	Vendôme 	<award >		Legion_of_Honour 
Daniel_Jouanneau 	award 	Ordre_national_du_Mérite 	Vendôme 	<award >		Ordre_national_du_Mérite 
Daniel_Jouanneau 	birthDate 	1946-09-15	Vendôme 	<age>	77	77
Daniel_Jouanneau 	gender 	Male	Vendôme 	<gender >		Male
Daniel_Jouanneau 	knowsLanguage 	French_language	Vendôme 	<knowsLanguage >		French_lang
Daniel_Jouanneau 	nationality 	France 	Vendôme 	<nationality >		France 
Daniel_Jouanneau 	worksFor 	Cour_des_Comptes__u0028_France_u0029_ 	Vendôme 	<worksFor >		Cour_des_Comptes__u0028_France_u0029_ 
Daniel_L_u002E__Norris 	birthDate 	1935-08-30	Inuvik 	<age>	88	88
Daniel_L_u002E__Norris 	gender 	Male	Inuvik 	<gender >		Male
Daniel_L_u002E__Norris 	nationality 	Canada 	Inuvik 	<nationality >		Canada 
Win_Aung__u0028_businessman_u0029_ 	gender 	Male	Pyay 	<gender >		Male
Win_Aung__u0028_businessman_u0029_ 	nationality 	Myanmar 	Pyay 	<nationality >		Myanmar 
Don_Eladio_Sauza 	birthDate 	1883-06-16	Guadalajara 	<age>	140	140
Don_Puddy 	birthDate 	1937-05-31	Ponca_City_u002C__Oklahoma 	<age>	86	86
Don_Puddy 	gender 	Male	Ponca_City_u002C__Oklahoma 	<gender >		Male
Don_Puddy 	nationality 	United_States 	Ponca_City_u002C__Oklahoma 	<nationality >		United_States 
Donald_Kaufman__u0028_collector_u0029_ 	alumniOf 	Massachusetts_College_of_Liberal_Arts 	Pittsfield_u002C__Massachusetts 	<alumniOf >		Massachusetts_College_of_Liberal_Arts 
Donald_Kaufman__u0028_collector_u0029_ 	birthDate 	1930-10-08	Pittsfield_u002C__Massachusetts 	<age>	93	93
Donald_Kaufman__u0028_collector_u0029_ 	gender 	Male	Pittsfield_u002C__Massachusetts 	<gender >		Male
Donald_Kaufman__u0028_collector_u0029_ 	nationality 	United_States 	Pittsfield_u002C__Massachusetts 	<nationality >		United_States 
Donald_R_u002E__Norland 	alumniOf 	University_of_Minnesota 	Laurens_u002C__Iowa 	<alumniOf >		University_of_Minnesota 
Donald_R_u002E__Norland 	birthDate 	1924-06-14	Laurens_u002C__Iowa 	<age>	99	99
Donald_R_u002E__Norland 	gender 	Male	Laurens_u002C__Iowa 	<gender >		Male
Donald_R_u002E__Norland 	nationality 	United_States 	Laurens_u002C__Iowa 	<nationality >		United_States 
Donald_Trumbull 	birthDate 	1909-05-27	Chicago 	<age>	114	114
Donald_Trumbull 	gender 	Male	Chicago 	<gender >		Male
Donald_Trumbull 	nationality 	United_States 	Chicago 	<nationality >		United_States 
Dongshan_Shouchu 	gender 	Male	China 	<gender >		Male
Donna_Roberts 	alumniOf 	Youngstown_State_University 	Youngstown_u002C__Ohio 	<alumniOf >		Youngstown_State_University 
Donna_Roberts 	alumniOf 	Austintown_Fitch_High_School 	Youngstown_u002C__Ohio 	<alumniOf >		Austintown_Fitch_High_School 
Donna_Roberts 	birthDate 	1944-05-22	Youngstown_u002C__Ohio 	<age>	79	79
Donna_Roberts 	gender 	Female	Youngstown_u002C__Ohio 	<gender >		Female
Donna_Roberts 	nationality 	United_States 	Youngstown_u002C__Ohio 	<nationality >		United_States 
Eugene_Habecker 	worksFor 	Taylor_University 	Hershey_u002C__Pennsylvania 	<worksFor >		Taylor_University 
Eugene_Habecker 	worksFor 	Lancaster_Bible_College 	Hershey_u002C__Pennsylvania 	<worksFor >		Lancaster_Bible_College 
Eugénie_Fougère__u0028_demimondaine_u0029_ 	birthDate 	1861-03-17	Chambon-sur-Voueize 	<age>	163	163
Eugénie_Fougère__u0028_demimondaine_u0029_ 	gender 	Female	Chambon-sur-Voueize 	<gender >		Female
Eugénie_Fougère__u0028_demimondaine_u0029_ 	knowsLanguage 	French_language	Chambon-sur-Voueize 	<knowsLanguage >		French_lang
Eugénie_Fougère__u0028_demimondaine_u0029_ 	nationality 	France 	Chambon-sur-Voueize 	<nationality >		France 
Fakhruddin_Mubarak_Shah 	gender 	Male	Sonargaon 	<gender >		Male
Fanny_Kekelaokalani 	birthDate 	1806-07-21	Kawaihae_u002C__Hawaii 	<age>	217	217
Fanny_Kekelaokalani 	gender 	Female	Kawaihae_u002C__Hawaii 	<gender >		Female
Princess_Faiza_of_Egypt 	nationality 	Egypt 	Abdeen_Palace 	<nationality >		Egypt 
Erich_Axthammer 	award 	German_Cross_In_Gold_Q17412908	Mariahof 	<award >		German_Cross_In_Gold_Q17412908
Erich_Axthammer 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Mariahof 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Erich_Axthammer 	birthDate 	1920-12-03	Mariahof 	<age>	103	103
Erich_Axthammer 	gender 	Male	Mariahof 	<gender >		Male
Erich_Friedrich 	award 	German_Cross_In_Gold_Q17412908	Germany 	<award >		German_Cross_In_Gold_Q17412908
Erich_Friedrich 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Germany 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Erich_Friedrich 	birthDate 	1914-07-15	Germany 	<age>	109	109
Erich_Friedrich 	gender 	Male	Germany 	<gender >		Male
Erich_Friedrich 	knowsLanguage 	German_language	Germany 	<knowsLanguage >		German_lang
Erich_Friedrich 	nationality 	Germany 	Germany 	<nationality >		Germany 
Erich_Weißflog 	award 	German_Cross_In_Gold_Q17412908	Schwarzenberg_u002C__Saxony 	<award >		German_Cross_In_Gold_Q17412908
Erich_Weißflog 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Schwarzenberg_u002C__Saxony 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Erich_Weißflog 	birthDate 	1919-11-29	Schwarzenberg_u002C__Saxony 	<age>	104	104
Erich_Weißflog 	gender 	Male	Schwarzenberg_u002C__Saxony 	<gender >		Male
Erich_Weißflog 	knowsLanguage 	German_language	Schwarzenberg_u002C__Saxony 	<knowsLanguage >		German_lang
Erich_Weißflog 	nationality 	Germany 	Schwarzenberg_u002C__Saxony 	<nationality >		Germany 
Erich_Wulff__u0028_Kriegsmarine_u0029_ 	award 	German_Cross_In_Gold_Q17412908	Stade 	<award >		German_Cross_In_Gold_Q17412908
Erich_Wulff__u0028_Kriegsmarine_u0029_ 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Stade 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Erich_Wulff__u0028_Kriegsmarine_u0029_ 	birthDate 	1914-05-17	Stade 	<age>	109	109
Erich_Wulff__u0028_Kriegsmarine_u0029_ 	gender 	Male	Stade 	<gender >		Male
Erich_Wulff__u0028_Kriegsmarine_u0029_ 	knowsLanguage 	German_language	Stade 	<knowsLanguage >		German_lang
Erich_Wulff__u0028_Kriegsmarine_u0029_ 	nationality 	Germany 	Stade 	<nationality >		Germany 
Ernest_Austin__u0028_murderer_u0029_ 	birthDate 	1890-01-01	Victoria__u0028_state_u0029_ 	<age>	134	134
Ernest_Austin__u0028_murderer_u0029_ 	gender 	Male	Victoria__u0028_state_u0029_ 	<gender >		Male
Ernest_Austin__u0028_murderer_u0029_ 	knowsLanguage 	English_language	Victoria__u0028_state_u0029_ 	<knowsLanguage >		English_lang
Ernest_St_u002E__Leon 	gender 	Male	San_Antonio 	<gender >		Male
Ernest_St_u002E__Leon 	worksFor 	Texas_Ranger_Division 	San_Antonio 	<worksFor >		Texas_Ranger_Division 
Ernest_Varacalli 	birthDate 	1944-03-23	Brooklyn 	<age>	80	80
Ernest_Varacalli 	gender 	Male	Brooklyn 	<gender >		Male
Ernest_Varacalli 	nationality 	United_States 	Brooklyn 	<nationality >		United_States 
Ernesto_Perez-Carrillo 	birthDate 	1951-11-01	Miami 	<age>	72	72
Ernesto_Perez-Carrillo 	gender 	Male	Miami 	<gender >		Male
Ernesto_Perez-Carrillo 	nationality 	United_States 	Miami 	<nationality >		United_States 
Ernst_David__u0028_soldier_u0029_ 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Schellweiler 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Ernst_David__u0028_soldier_u0029_ 	birthDate 	1920-07-08	Schellweiler 	<age>	103	103
Ernst_David__u0028_soldier_u0029_ 	gender 	Male	Schellweiler 	<gender >		Male
Edmund_R_u002E__Thompson 	award 	Legionnaire_Of_Legion_Of_Merit_Q17231624	New_Rochelle_u002C__New_York 	<award >		Legionnaire_Of_Legion_Of_Merit_Q17231624
Eduardo_de_Zulueta_y_Dato 	award 	Grand_Cross_Of_The_Order_Of_St_U002E__Raymond_Of_Peñafort_Q28870394	Paris 	<award >		Grand_Cross_Of_The_Order_Of_St_U002E__Raymond_Of_Peñafort_Q28870394
Eduardo_de_Zulueta_y_Dato 	birthDate 	1923-12-04	Paris 	<age>	100	100
Eduardo_de_Zulueta_y_Dato 	gender 	Male	Paris 	<gender >		Male
Eduardo_de_Zulueta_y_Dato 	knowsLanguage 	Spanish_language	Paris 	<knowsLanguage >		Spanish_lang
Eduardo_de_Zulueta_y_Dato 	nationality 	Spain 	Paris 	<nationality >		Spain 
Edward_Cooney 	alumniOf 	Portora_Royal_School 	Enniskillen 	<alumniOf >		Portora_Royal_School 
Edward_Cooney 	birthDate 	1867-02-11	Enniskillen 	<age>	157	157
Edward_Cooney 	gender 	Male	Enniskillen 	<gender >		Male
Edward_H_u002E__Lingo 	alumniOf 	Central_Methodist_University 	Millsboro_u002C__Delaware 	<alumniOf >		Central_Methodist_University 
Edward_H_u002E__Lingo 	birthDate 	1838-10-12	Millsboro_u002C__Delaware 	<age>	185	185
Edward_H_u002E__Lingo 	gender 	Male	Millsboro_u002C__Delaware 	<gender >		Male
Edward_H_u002E__Lingo 	nationality 	United_States 	Millsboro_u002C__Delaware 	<nationality >		United_States 
Edward_Holton_James 	alumniOf 	Harvard_University 	Prairie_du_Chien_u002C__Wisconsin 	<alumniOf >		Harvard_University 
Edward_Holton_James 	birthDate 	1873-11-18	Prairie_du_Chien_u002C__Wisconsin 	<age>	150	150
Edward_Holton_James 	gender 	Male	Prairie_du_Chien_u002C__Wisconsin 	<gender >		Male
Edward_Holton_James 	knowsLanguage 	English_language	Prairie_du_Chien_u002C__Wisconsin 	<knowsLanguage >		English_lang
Edward_Holton_James 	nationality 	United_States 	Prairie_du_Chien_u002C__Wisconsin 	<nationality >		United_States 
Edward_Julian_Nally 	birthDate 	1859-04-11	Philadelphia 	<age>	165	165
Edward_Julian_Nally 	gender 	Male	Philadelphia 	<gender >		Male
Edward_Julian_Nally 	nationality 	United_States 	Philadelphia 	<nationality >		United_States 
Edward_Julian_Nally 	worksFor 	Marconi_Wireless_Telegraph_Company_of_America 	Philadelphia 	<worksFor >		Marconi_Wireless_Telegraph_Company_of_America 
Eliya_III_of_Seleucia-Ctesiphon 	gender 	Male	Silvan_u002C__Diyarbakır 	<gender >		Male
Elizabeth_Claypole 	birthDate 	1629-07-02	England 	<age>	394	394
Elizabeth_Claypole 	gender 	Female	England 	<gender >		Female
Elizabeth_Danvers 	birthDate 	1545-01-01	England 	<age>	479	479
Elizabeth_Danvers 	gender 	Female	England 	<gender >		Female
Elizabeth_Gordon_u002C__Duchess_of_Gordon 	birthDate 	1794-06-20	London 	<age>	229	229
