subject	predicate	object	isCitizenOf
<Normandy>	<isLocatedIn>	Rouen	Russia
<Warren_Feeney>	<isAffiliatedTo>	Sheffield_Wednesday_F.C.	Puerto_Rico
<Paul_Holsgrove>	<isAffiliatedTo>	Brighton_&_Hove_Albion_F.C.	Nigeria
<Terry_Dunfield>	<isAffiliatedTo>	Canada_men's_national_soccer_team	Cyprus
<Ariel_Graziani>	<isAffiliatedTo>	Newell's_Old_Boys	Republic_of_Ireland
<Daniel_Jones_(footballer)>	<isAffiliatedTo>	Notts_County_F.C.	United_States
<Lewis_Montrose>	<isAffiliatedTo>	Wigan_Athletic_F.C.	Bulgaria
<Tangled>	<isLocatedIn>	United_States	Tanzania
<46th_Academy_Awards>	<happenedIn>	Dorothy_Chandler_Pavilion	Slovenia
<Byron_Webster>	<playsFor>	Harrogate_Town_F.C.	United_States
<Byron_Webster>	<isAffiliatedTo>	Harrogate_Town_F.C.	United_States
<Lee_J._Cobb>	<actedIn>	The_Exorcist_(film)	El_Salvador
<XXX_(2002_film)>	<isLocatedIn>	United_States	Belgium
<Burt_Lancaster>	<hasWonPrize>	Venice_Film_Festival	England
<Chris_Crowe>	<wasBornIn>	Newcastle_upon_Tyne	Monaco
<Harry_Worley>	<playsFor>	Stevenage_F.C.	United_States
<Art_Carney>	<actedIn>	Last_Action_Hero	Cape_Verde
<Chris_Cooper>	<actedIn>	Capote_(film)	Bangladesh
<Walter_Samuel>	<playsFor>	Newell's_Old_Boys	Spain
<Jimmy_Fallon>	<hasWonPrize>	Grammy_Award	Japan
<Harry_Warren>	<wasBornIn>	Brooklyn	Iran
<Emyr_Huws>	<playsFor>	Manchester_City_F.C.	China
<Ben_Affleck>	<actedIn>	Dogma_(film)	Senegal
<Iago_Falque>	<playsFor>	Genoa_C.F.C.	Croatia
<Hillsborough_County,_New_Hampshire>	<isLocatedIn>	Nashua,_New_Hampshire	Cyprus
<Billy_Hendry>	<playsFor>	Dundee_F.C.	Belgium
<Billy_Hendry>	<isAffiliatedTo>	Kidderminster_Harriers_F.C.	Belgium
<Chevy_Chase>	<wasBornIn>	New_York_City	Japan
<English_Civil_War>	<happenedIn>	Kingdom_of_England	Hungary
<Glen_Southam>	<playsFor>	Eastleigh_F.C.	Jamaica
<Wayne_Dyer_(footballer)>	<playsFor>	Walsall_F.C.	Cameroon
<Jacques_Derrida>	<influences>	Edward_Said	Barbados
<Michael_Shannon>	<actedIn>	Man_of_Steel_(film)	Denmark
<Eritrea>	<participatedIn>	Operation_Enduring_Freedom_–_Horn_of_Africa	India
<James_L._Brooks>	<hasWonPrize>	Writers_Guild_of_America_Award	Japan
<Emanuele_Pesaresi>	<isAffiliatedTo>	Ternana_Calcio	England
<Rajinikanth>	<wasBornIn>	Bangalore	Scotland
<Albert_Holmes_(footballer,_born_1885)>	<playsFor>	Coventry_City_F.C.	Sweden
<Copenhagen>	<isLocatedIn>	Denmark	England
<Vietnam>	<isLocatedIn>	Asia	Northern_Ireland
<Yossi_Benayoun>	<playsFor>	West_Ham_United_F.C.	Sweden
<Chris_Kettings>	<playsFor>	Crystal_Palace_F.C.	Norway
<Chris_Kettings>	<isAffiliatedTo>	York_City_F.C.	Norway
<Bruno_Marioni>	<isAffiliatedTo>	Villarreal_CF	Croatia
<Gérson_Magrão>	<isAffiliatedTo>	Clube_de_Regatas_do_Flamengo	Iran
<Billy_Davies>	<isAffiliatedTo>	Nottingham_Forest_F.C.	Ukraine
<Greg_Pearson>	<playsFor>	Kidderminster_Harriers_F.C.	Israel
<Courtney_Pitt>	<wasBornIn>	Paddington	Republic_of_Ireland
<Michael_Chabon>	<hasWonPrize>	Nebula_Award	Brazil
<Isaiah_Washington>	<wasBornIn>	Houston	Dominica
<Chris_Whyte>	<playsFor>	West_Bromwich_Albion_F.C.	Mali
<Dean_Hammond>	<isAffiliatedTo>	Colchester_United_F.C.	Scotland
<Peter_Gilbert>	<isAffiliatedTo>	Leicester_City_F.C.	Netherlands
<Saša_Ilić_(footballer,_born_1972)>	<isAffiliatedTo>	Portsmouth_F.C.	Niger
<Eli_Wallach>	<actedIn>	The_Holiday	Wales
<Cuca_(footballer)>	<playsFor>	Sport_Club_Internacional	France
<Michel_Kuipers>	<wasBornIn>	Amsterdam	England
<Jimmy_Gauld>	<isAffiliatedTo>	Everton_F.C.	Panama
<David_Beckham>	<isAffiliatedTo>	England_national_football_team	Croatia
<Lilo_&_Stitch>	<isLocatedIn>	United_States	Republic_of_the_Congo
<Mark_Bowen_(footballer)>	<isAffiliatedTo>	Stoke_City_F.C.	Slovenia
<Carole_Lombard>	<isMarriedTo>	Clark_Gable	India
<Carole_Lombard>	<wasBornIn>	Fort_Wayne,_Indiana	India
<Turkey>	<dealsWith>	Iraq	Kazakhstan
<Juan_Esnáider>	<isAffiliatedTo>	Argentina_national_football_team	Bulgaria
<Macalester_College>	<isLocatedIn>	Minnesota	Ukraine
<The_Surreal_Life>	<isLocatedIn>	United_States	Iran
<Ian_James_Corlett>	<livesIn>	Palm_Springs,_California	France
<Lee_Chapman>	<playsFor>	Southend_United_F.C.	Canada
<Union_of_South_Africa>	<participatedIn>	Korean_War	Kazakhstan
<Lawrie_Madden>	<playsFor>	Mansfield_Town_F.C.	Germany
<Lawrie_Madden>	<wasBornIn>	London_Borough_of_Hackney	Germany
<Sylvia_Sidney>	<diedIn>	New_York	United_Kingdom
<Jimmy_Kennedy_(footballer)>	<isAffiliatedTo>	Swindon_Town_F.C.	Iran
<Meagan_Good>	<actedIn>	The_Love_Guru	Tanzania
<Bridesmaids_(2011_film)>	<isLocatedIn>	United_States	Australia
<Djamel_Abdoun>	<isAffiliatedTo>	CS_Sedan_Ardennes	Croatia
<Grand_Rapids,_Michigan>	<isLocatedIn>	Michigan	Russia
<Michael_Spillane_(footballer)>	<isAffiliatedTo>	Southend_United_F.C.	France
<Pasquale_Foggia>	<playsFor>	A.C._Milan	England
<Berkshire>	<isLocatedIn>	South_East_England	Barbados
<Pat_Terry>	<isAffiliatedTo>	Northampton_Town_F.C.	Democratic_Republic_of_the_Congo
<Chris_Arthur>	<playsFor>	AFC_Wimbledon	Japan
<Bon_Jovi>	<hasWonPrize>	World_Music_Awards	India
<Youngstown,_Ohio>	<isLocatedIn>	Trumbull_County,_Ohio	France
<Matt_Fry>	<playsFor>	Gillingham_F.C.	Italy
<Jermaine_Pennant>	<isAffiliatedTo>	Wigan_Athletic_F.C.	Australia
<Garry_Chalk>	<livesIn>	British_Columbia	Canada
<Donal_Murphy>	<isAffiliatedTo>	Shelbourne_F.C.	Russia
<Wayne_Clarke_(footballer)>	<playsFor>	Stoke_City_F.C.	Netherlands
<Sid_Jones>	<isAffiliatedTo>	Swansea_City_A.F.C.	England
<Abigail_Breslin>	<actedIn>	Zombieland	Dominica
<Carlos_Bocanegra>	<isAffiliatedTo>	Rangers_F.C.	Bulgaria
<Worcester_County,_Massachusetts>	<isLocatedIn>	Worcester,_Massachusetts	Ukraine
<John_Turner_(footballer,_born_1954)>	<playsFor>	Doncaster_Rovers_F.C.	United_Arab_Emirates
<Giovani_dos_Santos>	<isAffiliatedTo>	Tottenham_Hotspur_F.C.	Austria
<Julian_Joachim>	<isAffiliatedTo>	Coventry_City_F.C.	England
<Rudi_Skácel>	<isAffiliatedTo>	Southampton_F.C.	Senegal
<Keith_Edwards_(footballer,_born_1957)>	<isAffiliatedTo>	Stockport_County_F.C.	Netherlands
<Béla_Guttmann>	<isAffiliatedTo>	Panathinaikos_F.C.	Monaco
<Koei_Tecmo>	<isLocatedIn>	Kanagawa_Prefecture	Australia
<2013–14_chikungunya_outbreak>	<happenedIn>	Cayman_Islands	Bahrain
<K.A.A._Gent>	<isLocatedIn>	Ghent	Northern_Ireland
<Simon_Cziommer>	<isAffiliatedTo>	FC_Utrecht	Switzerland
<Jason_Harris_(footballer,_born_1976)>	<isAffiliatedTo>	Crystal_Palace_F.C.	Sweden
<Anthony_Williams_(footballer)>	<isAffiliatedTo>	Bury_F.C.	Mali
<Henry_James>	<wasBornIn>	United_States	Mali
<Gordon_Hill_(footballer)>	<isAffiliatedTo>	Derby_County_F.C.	Serbia
<W._E._B._Du_Bois>	<livesIn>	Georgia_(U.S._state)	Slovenia
<Howard_Gordon>	<hasWonPrize>	Primetime_Emmy_Award_for_Outstanding_Writing_for_a_Drama_Series	United_Arab_Emirates
<Eamonn_O'Keefe>	<playsFor>	Everton_F.C.	Greece
<Aidan_Davison>	<isAffiliatedTo>	Sheffield_United_F.C.	Germany
<Damjan_Đoković>	<isAffiliatedTo>	A.S._Livorno_Calcio	Nigeria
<Ralph_Fiennes>	<actedIn>	The_English_Patient_(film)	Wales
<Jim_McDonagh>	<isAffiliatedTo>	Notts_County_F.C.	Tanzania
<Paul_Wilson_(footballer,_born_1968)>	<playsFor>	Huddersfield_Town_A.F.C.	Norway
<Pakistan>	<participatedIn>	Operation_Enduring_Freedom_–_Horn_of_Africa	United_Arab_Emirates
<Jordan_Stewart_(footballer,_born_1982)>	<playsFor>	Notts_County_F.C.	Australia
<Canada>	<participatedIn>	Operation_Ocean_Shield	United_Kingdom
<Savo_Pavićević>	<playsFor>	FC_Energie_Cottbus	Nigeria
<Vanderlei_Luxemburgo>	<isAffiliatedTo>	Real_Madrid_C.F.	Iran
<Julia_Stiles>	<graduatedFrom>	Columbia_University	Italy
<Derek_Jacobi>	<hasWonPrize>	Tony_Award	Greece
<Elizabeth_Banks>	<graduatedFrom>	University_of_Pennsylvania	Bulgaria
<Bill_McGarry>	<isAffiliatedTo>	Huddersfield_Town_A.F.C.	Netherlands
<Guylain_Ndumbu-Nsungu>	<isAffiliatedTo>	Darlington_F.C.	Mali
<Bert_Powell>	<isAffiliatedTo>	Chesterfield_F.C.	Scotland
<Jobi_McAnuff>	<playsFor>	Reading_F.C.	Republic_of_Ireland
<Tony_Hateley>	<playsFor>	Birmingham_City_F.C.	Wales
<Andy_Todd_(footballer,_born_1974)>	<isAffiliatedTo>	Oldham_Athletic_A.F.C.	Canada
<Sri_Lanka>	<isLocatedIn>	Indian_Ocean	Israel
<Alex_MacDonald_(footballer,_born_1990)>	<wasBornIn>	Warrington	Hungary
<Sid_Binks>	<playsFor>	Chesterfield_F.C.	Netherlands
<Patricia_Arquette>	<actedIn>	Lost_Highway_(film)	Barbados
<Jeffrey_Jones>	<wasBornIn>	Buffalo,_New_York	Iran
<Branco_(footballer)>	<playsFor>	New_York_Red_Bulls	Mali
<Wayne_Bridge>	<playsFor>	Chelsea_F.C.	El_Salvador
<Alex_Borstein>	<wasBornIn>	Highland_Park,_Illinois	Denmark
<Narada_Bernard>	<playsFor>	Torquay_United_F.C.	Ukraine
<Cristiano_Lucarelli>	<isAffiliatedTo>	Italy_national_football_team	Puerto_Rico
<Edmonton_Eskimos>	<isLocatedIn>	Edmonton	Poland
<Michael_Chopra>	<playsFor>	Sunderland_A.F.C.	Monaco
<Marion_County,_Florida>	<isLocatedIn>	Florida	Canada
<2K_Games>	<isLocatedIn>	United_States	United_States
<Iain_Turner>	<isAffiliatedTo>	Everton_F.C.	Northern_Ireland
<Byzantine_Empire>	<hasOfficialLanguage>	Latin	Japan
<Louis_Briscoe>	<playsFor>	Torquay_United_F.C.	Wales
<Paul-José_M'Poku>	<playsFor>	Panathinaikos_F.C.	Iran
<Neil_Ramsbottom>	<playsFor>	Blackpool_F.C.	El_Salvador
<Klaas-Jan_Huntelaar>	<playsFor>	PSV_Eindhoven	Canada
<Robert_Silverberg>	<hasWonPrize>	Nebula_Award	India
<Mark_Farrington>	<isAffiliatedTo>	Hereford_United_F.C.	Austria
<Giuseppe_Gemiti>	<playsFor>	Udinese_Calcio	Italy
<Giuseppe_Gemiti>	<isAffiliatedTo>	Genoa_C.F.C.	Italy
<Tony_Currie_(footballer)>	<playsFor>	Queens_Park_Rangers_F.C.	Bulgaria
<Wikimedia_Foundation>	<isLocatedIn>	Los_Angeles	Panama
<Guinea-Bissau>	<participatedIn>	Northern_Mali_conflict	Dominica
<Dean_McDonald>	<playsFor>	Ipswich_Town_F.C.	Italy
<United_Kingdom>	<participatedIn>	Operation_Enduring_Freedom	India
<Frank_Worthington>	<isAffiliatedTo>	Leeds_United_F.C.	Croatia
<James_Blunt>	<hasWonPrize>	Brit_Awards	Netherlands
<Craig_Dobson>	<playsFor>	Jamaica_national_football_team	Australia
<Mike_Salmon>	<isAffiliatedTo>	Bolton_Wanderers_F.C.	Monaco
<SkyTeam>	<isLocatedIn>	Netherlands	Northern_Ireland
<Megan_Fox>	<actedIn>	Jonah_Hex_(film)	Republic_of_Ireland
<El_Hadji_Diouf>	<playsFor>	Doncaster_Rovers_F.C.	Panama
<FC_Basel>	<isLocatedIn>	Basel	Panama
<Mike_Pollitt>	<playsFor>	Notts_County_F.C.	Australia
<Joe_Pasternak>	<wasBornIn>	Austria-Hungary	United_Kingdom
<Emile_Hirsch>	<actedIn>	Milk_(film)	United_Kingdom
<Toby_Ajala>	<isAffiliatedTo>	Gateshead_F.C.	Ukraine
<Stephen_Dawson>	<isAffiliatedTo>	Mansfield_Town_F.C.	United_Arab_Emirates
<Kari_Wahlgren>	<livesIn>	Los_Angeles	Slovenia
<Interscope_Records>	<isLocatedIn>	United_States	Cape_Verde
<Ireland>	<participatedIn>	United_Nations_Operation_in_Somalia_II	Brazil
<Denver_Nuggets>	<isLocatedIn>	Denver	Sweden
<Syria>	<hasCapital>	Damascus	Cameroon
<Venezuela>	<dealsWith>	Spain	Iran
<Alessandro_Rosina>	<isAffiliatedTo>	A.C._Cesena	Bangladesh
<Valeri_Bojinov>	<playsFor>	Vicenza_Calcio	Japan
<Gary_Mulligan>	<isAffiliatedTo>	Gillingham_F.C.	Italy
<Aaron_Brown_(footballer,_born_1980)>	<playsFor>	Lincoln_City_F.C.	Nigeria
<Edward_Norton>	<actedIn>	The_Illusionist_(2006_film)	Australia
<Carl_Sagan>	<hasWonPrize>	Pulitzer_Prize_for_General_Nonfiction	Monaco
<Stephen_Warnock>	<playsFor>	Aston_Villa_F.C.	Republic_of_Ireland
<Arthur_Miller>	<wasBornIn>	Harlem	Canada
<Nora_Ephron>	<created>	Julie_&_Julia	Denmark
<Karim_Rekik>	<wasBornIn>	The_Hague	United_Arab_Emirates
<Ernie_Watkins_(footballer,_born_1898)>	<isAffiliatedTo>	Fulham_F.C.	Croatia
<Larenz_Tate>	<actedIn>	Ray_(film)	Ukraine
<Chris_Brown_(footballer,_born_1984)>	<playsFor>	Preston_North_End_F.C.	Norway
<Dele_Adebola>	<playsFor>	Rochdale_A.F.C.	China
<Dele_Adebola>	<isAffiliatedTo>	Bristol_City_F.C.	China
<Boaz_Myhill>	<playsFor>	Stockport_County_F.C.	Kazakhstan
<Mike_Basham>	<playsFor>	Grays_Athletic_F.C.	Netherlands
<Equatorial_Guinea>	<hasOfficialLanguage>	Spanish_language	China
<Coimbatore>	<isLocatedIn>	Coimbatore_district	Scotland
<Claude_Rains>	<hasWonPrize>	Donaldson_Awards	Brazil
<Lee_Peltier>	<wasBornIn>	Liverpool	Scotland
<Chris_Makin>	<isAffiliatedTo>	Reading_F.C.	Cameroon
<Jack_Haines>	<isAffiliatedTo>	Wrexham_A.F.C.	France
<Manny_Panther>	<isAffiliatedTo>	Partick_Thistle_F.C.	Republic_of_Ireland
<Shirley_MacLaine>	<actedIn>	Cannonball_Run_II	Brazil
<Ray_Haddington>	<isAffiliatedTo>	A.F.C._Bournemouth	Senegal
<Ramón_Núñez>	<isAffiliatedTo>	Puebla_F.C.	Argentina
<Steve_Lovell_(Welsh_footballer)>	<isAffiliatedTo>	Ebbsfleet_United_F.C.	Canada
<Julian_Alsop>	<playsFor>	Northampton_Town_F.C.	Kazakhstan
<SV_Darmstadt_98>	<isLocatedIn>	Darmstadt	France
<Peter_McParland>	<playsFor>	Aston_Villa_F.C.	United_Kingdom
<Transylvania>	<isLocatedIn>	Europe	Austria
<Columbia_University_Graduate_School_of_Journalism>	<isLocatedIn>	Manhattan	India
<Karan_Johar>	<directed>	My_Name_Is_Khan	India
<Lomana_LuaLua>	<isAffiliatedTo>	Portsmouth_F.C.	India
<Bob_Fosse>	<directed>	All_That_Jazz_(film)	Germany
<Rory_Fallon>	<isAffiliatedTo>	Barnsley_F.C.	Serbia
<Walon_Green>	<hasWonPrize>	Edgar_Award	Argentina
<Snoop_Dogg>	<actedIn>	Starsky_&_Hutch_(film)	United_Arab_Emirates
<Elliot_Kebbie>	<playsFor>	Leeds_United_F.C.	Bangladesh
<Lee_Turnbull_(footballer)>	<playsFor>	Doncaster_Rovers_F.C.	Republic_of_the_Congo
<Paul_Rideout>	<playsFor>	Swindon_Town_F.C.	Germany
<James_Mason>	<actedIn>	Julius_Caesar_(1953_film)	Belgium
<Alan_Fettis>	<isAffiliatedTo>	Nottingham_Forest_F.C.	Iran
<Richard_Chamberlain>	<wasBornIn>	Beverly_Hills,_California	Germany
<Philip_Pullman>	<hasWonPrize>	Astrid_Lindgren_Memorial_Award	Monaco
<Darko_Bodul>	<isAffiliatedTo>	SC_Heerenveen	Netherlands
<Neil_Ross>	<livesIn>	Los_Angeles	Canada
<Dimitar_Makriev>	<isAffiliatedTo>	Inter_Milan	Cyprus
<Belarus>	<hasNeighbor>	Lithuania	Bangladesh
<Ian_Hendon>	<isAffiliatedTo>	Northampton_Town_F.C.	Spain
<45th_Annual_Grammy_Awards>	<isLocatedIn>	New_York_City	England
<Adam_Virgo>	<isAffiliatedTo>	Bristol_Rovers_F.C.	Republic_of_Ireland
<Neil_Webb>	<playsFor>	Swindon_Town_F.C.	Canada
<Scott_Brown_(footballer,_born_April_1985)>	<isAffiliatedTo>	Eastleigh_F.C.	Russia
<Eminem>	<wasBornIn>	St._Joseph,_Missouri	Mali
<Danny_Cullip>	<isAffiliatedTo>	Brighton_&_Hove_Albion_F.C.	England
<Peter_Meehan>	<isAffiliatedTo>	Clyde_F.C.	Panama
<Peter_Meehan>	<playsFor>	Sunderland_A.F.C.	Panama
<Jim_Goodwin>	<playsFor>	Hamilton_Academical_F.C.	Nigeria
<Vancouver_Canucks>	<isLocatedIn>	British_Columbia	Denmark
<Paulo_César_Arruda_Parente>	<playsFor>	Brazil_national_football_team	Panama
<Lewis_Guy>	<playsFor>	Newcastle_United_F.C.	Japan
<Laurent_Robert>	<isAffiliatedTo>	Levante_UD	Ukraine
<Andy_Ferrell>	<isAffiliatedTo>	York_City_F.C.	Monaco
<Sacha_Opinel>	<isAffiliatedTo>	Leyton_Orient_F.C.	Tanzania
<General_Dynamics>	<isLocatedIn>	Fairfax_County,_Virginia	Cyprus
<Animax>	<isLocatedIn>	Cuba	Martinique
<Brian_Pinas>	<playsFor>	Newcastle_United_F.C.	Jamaica
<Massachusetts>	<isLocatedIn>	United_States	Ukraine
<Tommy_Chong>	<wasBornIn>	Edmonton	United_Kingdom
<Richie_Partridge>	<playsFor>	Kettering_Town_F.C.	Iran
<Richie_Partridge>	<isAffiliatedTo>	Bristol_Rovers_F.C.	Iran
<Diego_Perrone>	<isAffiliatedTo>	Club_Olimpia	Germany
<Neil_Smith_(footballer)>	<playsFor>	Stevenage_F.C.	Dominica
<Ned_Beatty>	<wasBornIn>	Louisville,_Kentucky	Puerto_Rico
<Roberto_Benigni>	<directed>	Pinocchio_(2002_film)	Mali
<John_Burridge>	<playsFor>	Manchester_City_F.C.	United_Kingdom
<Elia_Kazan>	<directed>	On_the_Waterfront	Cameroon
<Islam_Feruz>	<playsFor>	Blackpool_F.C.	France
<Joni_Mitchell>	<hasWonPrize>	Grammy_Lifetime_Achievement_Award	Canada
<NBCUniversal>	<owns>	Amblin_Entertainment	Argentina
<Jason_Lee_(footballer)>	<isAffiliatedTo>	Nottingham_Forest_F.C.	Martinique
<Eric_Jones_(footballer,_born_1915)>	<playsFor>	Kidderminster_Harriers_F.C.	Israel
<Marcel_Desailly>	<playsFor>	Olympique_de_Marseille	Russia
<Mickey_Evans_(footballer,_born_1973)>	<playsFor>	Blackburn_Rovers_F.C.	Belgium
<Felipe_Caicedo>	<playsFor>	Levante_UD	Wales
<Mario_Bortolazzi>	<isAffiliatedTo>	Hellas_Verona_F.C.	Wales
<Dean_Morgan>	<isAffiliatedTo>	Luton_Town_F.C.	England
<Don_Revie>	<playsFor>	Leicester_City_F.C.	United_Arab_Emirates
<Billy_Manuel>	<isAffiliatedTo>	Grays_Athletic_F.C.	Monaco
<Bertie_Brayley>	<isAffiliatedTo>	Swindon_Town_F.C.	Cape_Verde
<Martin_Woods>	<isAffiliatedTo>	Doncaster_Rovers_F.C.	Greece
<Chris_Palmer_(footballer)>	<isAffiliatedTo>	Tamworth_F.C.	Puerto_Rico
<Youssouf_Hersi>	<isAffiliatedTo>	Perth_Glory_FC	Serbia
<Kemy_Agustien>	<playsFor>	Willem_II_(football_club)	Switzerland
<Kenya>	<participatedIn>	Operation_Enduring_Freedom	Dominica
<Ashley_Grimes_(footballer,_born_1957)>	<isAffiliatedTo>	Luton_Town_F.C.	Dominica
<Battle_of_France>	<happenedIn>	Netherlands	England
<Nolberto_Solano>	<playsFor>	Boca_Juniors	Puerto_Rico
<Gregg_Wylde>	<isAffiliatedTo>	Celtic_F.C.	Dominica
<Sophia_Loren>	<livesIn>	Switzerland	Canada
<War_of_the_First_Coalition>	<happenedIn>	Kingdom_of_Great_Britain	Argentina
<Leroy_Lita>	<playsFor>	Middlesbrough_F.C.	Hungary
<Arcadia,_California>	<isLocatedIn>	Los_Angeles_County,_California	Republic_of_Ireland
<Jim_Fryatt>	<wasBornIn>	Southampton	Slovenia
<Stefano_Lombardi>	<playsFor>	A.C._Perugia_Calcio	Spain
<Stefano_Lombardi>	<isAffiliatedTo>	A.C._Perugia_Calcio	Spain
<Jimmy_Quinn_(footballer,_born_1959)>	<playsFor>	Hereford_United_F.C.	Sweden
<Mike_Nichols>	<isMarriedTo>	Diane_Sawyer	Croatia
<Mark_Yates_(footballer)>	<isAffiliatedTo>	Birmingham_City_F.C.	India
<Chiyoda,_Tokyo>	<isLocatedIn>	Tokyo	Argentina
<Conor_Sammon>	<playsFor>	Ipswich_Town_F.C.	Canada
<63rd_Academy_Awards>	<happenedIn>	California	Monaco
<Paul_Jones_(footballer,_born_1967)>	<playsFor>	Liverpool_F.C.	Greece
<Walt_Disney_Studios_Motion_Pictures>	<isLocatedIn>	Burbank,_California	Monaco
<Tommy_Tynan>	<isAffiliatedTo>	Sheffield_Wednesday_F.C.	Tanzania
<Georgi_Donkov>	<isAffiliatedTo>	VfL_Bochum	Dominica
<Louie_Soares>	<playsFor>	Ebbsfleet_United_F.C.	Spain
<Axis_powers>	<participatedIn>	World_War_II	Spain
<Kingdom_of_Naples>	<hasCapital>	Naples	Bulgaria
<Reg_Keating>	<playsFor>	Birmingham_City_F.C.	Bahrain
<Kevin_Summerfield>	<playsFor>	Cardiff_City_F.C.	Iran
<Colin_Larkin_(footballer)>	<playsFor>	Kidderminster_Harriers_F.C.	Poland
<Drenthe>	<isLocatedIn>	Netherlands	Australia
<Peter_Dougall>	<playsFor>	Burnley_F.C.	Cyprus
<Alex_Graves>	<wasBornIn>	Kansas_City,_Missouri	Tanzania
<Nialle_Rodney>	<playsFor>	Mansfield_Town_F.C.	Brazil
<Paul_Gascoigne>	<isAffiliatedTo>	Kettering_Town_F.C.	Russia
<Simon_Callow>	<actedIn>	Shakespeare_in_Love	Denmark
<Matt_Fish_(footballer)>	<isAffiliatedTo>	Crystal_Palace_F.C.	Russia
<Thomas_Brodie-Sangster>	<actedIn>	Bright_Star_(film)	Republic_of_the_Congo
<Mohamed_Sissoko>	<isAffiliatedTo>	Levante_UD	Cyprus
<John_Barnes_(footballer)>	<isAffiliatedTo>	Watford_F.C.	Ukraine
<Richard_Dreyfuss>	<actedIn>	The_Goodbye_Girl	Italy
<Luc_Besson>	<wasBornIn>	Paris	Netherlands
<New_Rochelle,_New_York>	<isLocatedIn>	United_States	Cape_Verde
<Jimmy_Miller_(footballer)>	<isAffiliatedTo>	Coventry_City_F.C.	Jamaica
<Frank_Fielding>	<isAffiliatedTo>	Leeds_United_F.C.	Belgium
<Sangamon_County,_Illinois>	<isLocatedIn>	Illinois	Hungary
<United_Nations_Operation_in_Somalia_II>	<happenedIn>	Somalia	Greece
<Milwaukee_County,_Wisconsin>	<isLocatedIn>	Milwaukee	Northern_Ireland
<Kyle_Letheren>	<playsFor>	Swansea_City_A.F.C.	India
<Alexander_Hleb>	<isAffiliatedTo>	FC_Barcelona	Japan
<Nathan_Koo-Boothe>	<playsFor>	Farnborough_F.C.	Netherlands
<Carl_Dickinson>	<playsFor>	Watford_F.C.	Cape_Verde
<Joe_Walters_(footballer)>	<isAffiliatedTo>	Rochdale_A.F.C.	Bangladesh
<Chris_Herd>	<playsFor>	Chesterfield_F.C.	Bahrain
<Brendan_Gleeson>	<actedIn>	The_Village_(2004_film)	Cameroon
<Michael_Gray_(footballer)>	<playsFor>	Leeds_United_F.C.	Netherlands
<Netherlands>	<participatedIn>	Libyan_Civil_War_(2011)	Kazakhstan
<Jane_Lynch>	<actedIn>	Role_Models	Croatia
<Mich>	<isLocatedIn>	Iran	China
<Gary_Jones_(footballer,_born_1969)>	<playsFor>	Scunthorpe_United_F.C.	El_Salvador
<Kim_Grant_(footballer)>	<isAffiliatedTo>	Luton_Town_F.C.	United_Kingdom
<Gavin_Heeroo>	<playsFor>	Grays_Athletic_F.C.	Poland
<Bas-Rhin>	<isLocatedIn>	France	Switzerland
<Matt_Clarke_(footballer,_born_1973)>	<isAffiliatedTo>	Bolton_Wanderers_F.C.	Japan
<Matt_Clarke_(footballer,_born_1973)>	<playsFor>	Bolton_Wanderers_F.C.	Japan
<Giuseppe_Greco_(footballer,_born_1983)>	<isAffiliatedTo>	U.C._Sampdoria	Canada
<Asmir_Begović>	<playsFor>	Stoke_City_F.C.	Austria
<Glen_Johnson>	<playsFor>	West_Ham_United_F.C.	Puerto_Rico
<Rubén_González_Rocha>	<playsFor>	FC_Baku	Spain
<Taking_Woodstock>	<isLocatedIn>	United_States	Republic_of_Ireland
<James_Rebhorn>	<actedIn>	The_Adventures_of_Pluto_Nash	Austria
<Dennis_Bailey_(footballer,_born_1965)>	<isAffiliatedTo>	Birmingham_City_F.C.	Northern_Ireland
<Greenwood,_Mississippi>	<isLocatedIn>	United_States	Hungary
<Allen_McKnight>	<playsFor>	Rotherham_United_F.C.	Japan
<Dimitris_Nalitzis>	<playsFor>	Greece_national_football_team	Slovenia
<Mark_Stein_(footballer)>	<playsFor>	Stoke_City_F.C.	Monaco
<Mark_Stein_(footballer)>	<isAffiliatedTo>	A.F.C._Bournemouth	Monaco
<Mychael_Danna>	<wroteMusicFor>	Girl,_Interrupted_(film)	Norway
<Éder_(Italian_footballer)>	<isAffiliatedTo>	A.C._Cesena	Wales
<Lilian_Nalis>	<playsFor>	Plymouth_Argyle_F.C.	Dominica
<Aldo_Duscher>	<isAffiliatedTo>	RCD_Espanyol	Mali
<Rashida_Jones>	<wasBornIn>	Los_Angeles	Niger
<Amarildo_Tavares_da_Silveira>	<playsFor>	Botafogo_de_Futebol_e_Regatas	Italy
<César_Prates>	<isAffiliatedTo>	A.C._ChievoVerona	Republic_of_Ireland
<Sanctuary_Records>	<isLocatedIn>	England	Mali
<Magno_Vieira>	<playsFor>	Cambridge_United_F.C.	Monaco
<Road_to_Ultra>	<isLocatedIn>	Mumbai	Japan
<Carlo_Nash>	<isAffiliatedTo>	Wolverhampton_Wanderers_F.C.	Sweden
<Colin_Gordon_(footballer)>	<playsFor>	Leicester_City_F.C.	India
<Chris_Withe>	<wasBornIn>	Liverpool	France
<Yale_School_of_Medicine>	<isLocatedIn>	New_Haven,_Connecticut	Nigeria
<Dennis_Wann>	<isAffiliatedTo>	Chester_City_F.C.	Bahrain
